,length,isSnackOnTheLeft,isSnackOnTheRight,isSnackHigher,isSnackLower,distanceToSnack,isLeftClear,isRightClear,isUpClear,isDownClear,distanceToDeath,turnsTotal,lastTurn,stepEvaluation,step
686,29,False,True,False,True,182.002747232013,1,0,0,1,12,7,2,5,Left
687,29,False,True,False,True,190.394327646598,1,0,0,1,11,7,3,5,Left
688,29,False,True,False,True,201.556443707464,1,0,0,1,10,7,4,5,Left
689,29,False,True,False,True,215.058131676066,1,0,0,1,9,7,5,5,Left
690,29,False,True,False,True,230.488611432322,1,0,0,1,8,6,6,5,Left
691,29,False,True,False,True,247.487373415292,1,0,0,1,7,6,7,5,Left
692,29,False,True,False,True,265.753645318366,1,0,0,1,6,6,8,5,Down
693,29,False,True,False,True,285.043856274785,1,0,0,1,5,6,9,14.6275106149853,Down
694,29,False,True,False,True,270.416345659799,1,1,0,1,13,7,1,13.0255921351242,Down
695,29,False,True,False,True,257.390753524675,1,1,0,1,12,7,2,11.1693084797724,Down
696,29,False,True,False,True,246.221445044903,1,1,0,1,11,7,3,9.05062053227417,Down
697,29,False,True,False,True,237.170824512628,1,1,0,1,10,7,4,6.68221308030627,Down
698,29,False,True,False,True,230.488611432322,1,1,0,1,9,7,5,5,Down
699,29,False,True,False,True,226.384628453435,1,1,0,1,8,6,6,5,Down
700,29,False,True,False,False,225,1,1,0,1,7,6,7,5,Down
701,29,False,True,True,False,226.384628453435,1,1,0,1,6,6,8,5,Down
702,29,False,True,True,False,230.488611432322,1,1,0,1,5,5,9,5,Down
703,29,False,True,True,False,237.170824512628,1,1,0,1,4,4,10,5,Down
704,29,False,True,True,False,246.221445044903,1,1,0,1,3,4,11,5,Down
705,29,False,True,True,False,257.390753524675,1,1,0,1,2,4,12,5,Right
706,29,False,True,True,False,270.416345659799,1,1,0,0,1,4,13,20.4163456597992,Right
707,29,False,True,True,False,250,0,1,1,0,9,5,2,19.5113885676778,Right
708,29,False,True,True,False,230.488611432322,0,1,1,0,8,4,3,18.3565770763579,Right
709,29,False,True,True,False,212.132034355964,0,1,1,0,7,3,3,16.8757924582979,Right
710,29,False,True,True,False,195.256241897666,0,1,1,0,6,3,4,14.9786781244669,Right
711,29,False,True,True,False,180.277563773199,0,1,1,0,5,3,5,12.5724654607152,Right
712,29,False,True,True,False,167.705098312484,0,1,1,0,4,2,6,9.59121530406526,Right
713,29,False,True,True,False,158.113883008419,0,1,1,0,3,2,7,6.04481975096348,Right
714,29,False,True,True,False,152.069063257456,0,1,1,0,2,2,8,5,Up
715,29,False,False,True,False,150,0,0,1,0,1,2,9,25,Up
716,29,False,False,True,False,125,1,0,1,0,13,3,1,25,Up
717,29,False,False,True,False,100,1,0,1,0,12,3,2,25,Up
718,29,False,False,True,False,75,1,0,1,0,11,3,3,25,Up
719,29,False,False,True,False,50,1,0,1,0,10,3,4,25,Up
720,29,False,False,True,False,25,1,0,1,0,9,3,5,5,Up
721,30,True,False,True,False,145.773797371133,1,0,1,0,8,2,6,11.1446771927699,Up
722,30,True,False,True,False,134.629120178363,1,0,1,0,7,2,7,7.15363233854298,Up
723,30,True,False,True,False,127.47548783982,1,0,1,0,6,2,8,5,Up
724,30,True,False,False,False,125,1,0,1,0,5,2,9,5,Up
725,30,True,False,False,True,127.47548783982,1,0,1,0,4,2,10,5,Left
726,30,True,False,False,True,134.629120178363,1,0,1,0,3,2,11,22.8257213033731,Left
727,30,True,False,False,True,111.80339887499,1,0,1,1,13,3,1,21.6646169883897,Left
728,30,True,False,False,True,90.1387818865997,1,0,1,1,12,3,2,19.428103767945,Left
729,30,True,False,False,True,70.7106781186548,1,0,1,1,11,3,3,14.80897868116,Left
730,30,True,False,False,True,55.9016994374947,1,0,1,1,10,3,4,5.90169943749474,Down
731,30,False,False,False,True,50,1,0,1,1,9,3,5,25,Down
732,30,False,False,False,True,25,1,1,0,1,10,4,4,5,Down
733,31,True,False,False,True,127.47548783982,1,1,0,1,9,4,5,5,Left
734,31,True,False,False,False,125,1,1,0,1,8,4,5,25,Left
735,31,True,False,False,False,100,1,0,1,1,8,5,6,25,Left
736,31,True,False,False,False,75,1,0,1,1,7,4,7,25,Left
737,31,True,False,False,False,50,1,0,1,1,6,4,8,25,Left
738,31,True,False,False,False,25,1,0,1,1,5,4,9,5,Left
739,32,True,False,False,True,152.069063257456,1,0,1,1,4,4,10,5,Down
740,32,False,False,False,True,150,1,0,1,1,3,4,11,25,Down
741,32,False,False,False,True,125,1,1,0,1,8,5,4,25,Down
742,32,False,False,False,True,100,1,1,0,1,7,5,5,25,Down
743,32,False,False,False,True,75,1,1,0,1,6,5,6,25,Down
744,32,False,False,False,True,50,1,1,0,1,5,5,7,25,Down
745,32,False,False,False,True,25,1,1,0,1,4,5,8,5,Down
746,33,False,True,True,False,313.249102153542,1,1,0,1,3,4,9,5,Right
747,33,False,True,True,False,325.960120260132,1,1,0,1,2,4,10,20.7962298667899,Right
748,33,False,True,True,False,305.163890393343,0,1,1,1,10,5,1,20.1200341185581,Right
749,33,False,True,True,False,285.043856274785,0,1,1,1,10,5,2,19.2902109564183,Right
750,33,False,True,True,False,265.753645318366,0,1,1,1,9,5,3,18.2662719030746,Right
751,33,False,True,True,False,247.487373415292,0,1,1,1,8,5,4,16.9987619829695,Right
752,33,False,True,True,False,230.488611432322,0,1,1,1,7,5,5,15.4304797562565,Right
753,33,False,True,True,False,215.058131676066,0,1,1,1,6,5,6,13.5016879686019,Right
754,33,False,True,True,False,201.556443707464,0,1,1,1,5,5,7,11.162116060866,Right
755,33,False,True,True,False,190.394327646598,0,1,1,1,4,5,8,8.39158041458475,Right
756,33,False,True,True,False,182.002747232013,0,1,1,1,3,5,9,5.22605193537606,Up
757,33,False,True,True,False,176.776695296637,0,1,1,1,2,5,10,24.7076320391814,Up
758,33,False,True,True,False,152.069063257456,1,1,1,0,9,5,1,24.5935754176359,Up
759,33,False,True,True,False,127.47548783982,1,1,1,0,8,5,2,24.3978471993781,Up
760,33,False,True,True,False,103.077640640442,1,1,1,0,10,5,3,24.020699136232,Up
761,33,False,True,True,False,79.0569415042095,1,1,1,0,9,5,4,23.1552420667147,Right
762,33,False,True,True,False,55.9016994374947,1,1,1,0,8,5,5,5.90169943749474,Up
763,33,False,False,True,False,50,0,0,1,1,1,5,11,25,Up
764,33,False,False,True,False,25,1,0,1,0,7,6,6,5,Up
765,34,True,False,False,True,279.508497187474,1,0,1,0,6,6,7,5,Up
766,34,True,False,False,True,285.043856274785,1,0,1,0,5,6,8,5,Up
767,34,True,False,False,True,292.617497767991,1,0,1,0,4,5,9,5,Left
768,34,True,False,False,True,302.076149339864,1,0,1,0,3,5,10,22.5676521523906,Left
769,34,True,False,False,True,279.508497187474,1,0,1,1,13,6,5,22.1177436627987,Left
770,34,True,False,False,True,257.390753524675,1,0,1,1,12,6,5,21.5412252232599,Left
771,34,True,False,False,True,235.849528301415,1,0,1,1,11,6,5,20.7913966253494,Left
772,34,True,False,False,True,215.058131676066,1,0,1,1,10,6,5,19.8018897783993,Left
773,34,True,False,False,True,195.256241897666,1,0,1,1,9,5,5,18.4795466010295,Left
774,34,True,False,False,True,176.776695296637,1,0,1,1,8,5,6,16.6985893608157,Left
775,34,True,False,False,True,160.078105935821,1,0,1,1,7,5,7,14.3043085646887,Left
776,34,True,False,False,True,145.773797371133,1,0,1,1,6,5,8,11.1446771927699,Left
777,34,True,False,False,True,134.629120178363,1,0,1,1,5,5,9,7.15363233854298,Down
778,34,True,False,False,True,127.47548783982,1,0,1,1,4,5,10,24.3978471993781,Down
779,34,True,False,False,True,103.077640640442,1,1,0,1,9,6,2,24.020699136232,Down
780,34,True,False,False,True,79.0569415042095,1,1,0,1,8,5,2,23.1552420667147,Down
781,34,True,False,False,True,55.9016994374947,1,1,0,1,7,5,3,20.5463603781674,Down
782,34,True,False,False,True,35.3553390593274,1,1,0,1,8,5,4,10.3553390593274,Left
783,34,True,False,False,False,25,1,1,0,1,7,5,5,5,Down
784,35,False,True,False,True,251.246890528022,1,0,1,1,3,6,11,5,Down
785,35,False,True,False,False,250,1,1,0,1,6,7,6,5,Down
786,35,False,True,True,False,251.246890528022,1,1,0,1,5,7,7,5,Down
787,35,False,True,True,False,254.950975679639,1,1,0,1,4,7,8,5,Down
788,35,False,True,True,False,261.007662722764,1,1,0,1,3,7,9,5,Right
789,35,False,True,True,False,269.258240356725,1,1,0,1,2,7,10,23.0367953118226,Right
790,35,False,True,True,False,246.221445044903,0,1,1,1,8,8,3,22.6146472949237,Right
791,35,False,True,True,False,223.606797749979,0,1,1,1,8,7,3,22.0503540425152,Right
792,35,False,True,True,False,201.556443707464,0,1,1,1,9,7,4,21.2788799342643,Right
793,35,False,True,True,False,180.277563773199,0,1,1,1,8,7,5,20.1994578373782,Right
794,35,False,True,True,False,160.078105935821,0,1,1,1,7,7,6,18.6567496985117,Right
795,35,False,True,True,False,141.42135623731,0,1,1,1,6,7,7,16.4213562373095,Right
796,35,False,True,True,False,125,0,1,1,1,5,6,8,13.1966011250105,Right
797,35,False,True,True,False,111.80339887499,0,1,1,1,4,5,8,8.72575823454797,Right
798,35,False,True,True,False,103.077640640442,0,1,1,1,3,5,9,5,Up
799,35,False,False,True,False,100,0,1,1,1,2,5,10,25,Up
800,35,False,False,True,False,75,1,1,1,0,9,6,3,25,Up
801,35,False,False,True,False,50,1,1,1,0,8,6,3,25,Up
802,35,False,False,True,False,25,1,1,1,0,7,5,3,5,Up
803,36,False,True,False,True,103.077640640442,1,1,1,0,6,5,4,5,Up
804,36,False,True,False,True,127.47548783982,1,1,1,0,5,5,5,5,Up
805,36,False,True,False,True,152.069063257456,1,1,1,0,7,5,6,5,Up
806,36,False,True,False,True,176.776695296637,1,1,1,0,6,5,7,5,Up
807,36,False,True,False,True,201.556443707464,1,1,1,0,5,5,8,5,Up
808,36,False,True,False,True,226.384628453435,1,1,1,0,4,5,9,5,Left
809,36,False,True,False,True,251.246890528022,1,1,1,0,3,5,10,5,Left
810,36,False,True,False,True,254.950975679639,1,0,1,1,5,6,5,5,Left
811,36,False,True,False,True,261.007662722764,1,0,1,1,5,6,5,5,Left
812,36,False,True,False,True,269.258240356725,1,0,1,1,5,6,5,5,Up
813,36,False,True,False,True,279.508497187474,1,0,1,1,5,5,5,5,Up
814,36,False,True,False,True,302.076149339864,1,1,1,0,2,6,11,5,Left
815,36,False,True,False,True,325,1,1,0,0,1,6,12,5,Left
816,36,False,True,False,True,335.410196624968,1,0,0,1,8,7,6,5,Left
817,36,False,True,False,True,347.311099736245,1,0,0,1,7,7,7,5,Left
818,36,False,True,False,True,360.555127546399,1,0,0,1,6,6,8,5,Left
819,36,False,True,False,True,375,1,0,0,1,5,5,8,5,Left
820,36,False,True,False,True,390.512483795333,1,0,0,1,4,5,9,5,Left
821,36,False,True,False,True,406.970514902493,1,0,0,1,3,5,10,5,Left
822,36,False,True,False,True,424.264068711929,1,0,0,1,2,5,11,5,Down
823,36,False,True,False,True,442.295150323853,0,0,0,1,1,5,12,16.5604911756933,Down
824,36,False,True,False,True,425.73465914816,0,1,0,1,13,5,1,15.7041724767419,Down
825,36,False,True,False,True,410.030486671418,0,1,0,1,12,5,2,14.7457791503707,Down
826,36,False,True,False,True,395.284707521047,0,1,0,1,11,5,3,13.6762694592038,Down
827,36,False,True,False,True,381.608438061844,0,1,0,1,10,5,4,12.4878615560087,Down
828,36,False,True,False,True,369.120576505835,0,1,0,1,9,5,5,11.1750499239262,Down
829,36,False,True,False,True,357.945526581909,0,1,0,1,8,5,6,9.73581965230585,Down
830,36,False,True,False,True,348.209706929603,0,1,0,1,7,5,7,8.17294421121693,Down
831,36,False,True,False,True,340.036762718386,0,1,0,1,6,5,8,6.49516111522769,Down
832,36,False,True,False,True,333.541601603158,0,1,0,1,5,5,9,5,Down
833,36,False,True,False,True,328.823660949148,0,1,0,1,4,5,10,5,Down
834,36,False,True,False,True,325.960120260132,0,1,0,1,3,4,11,5,Right
835,36,False,True,False,False,325,0,1,0,1,2,4,12,25,Right
836,36,False,True,False,False,300,0,1,1,1,13,5,1,25,Right
837,36,False,True,False,False,275,0,1,1,1,12,5,2,25,Right
838,36,False,True,False,False,250,0,1,1,1,11,5,3,25,Right
839,36,False,True,False,False,225,0,1,1,1,10,5,4,25,Right
840,36,False,True,False,False,200,0,1,1,1,9,5,5,25,Right
841,36,False,True,False,False,175,0,1,1,1,8,5,6,25,Right
842,36,False,True,False,False,150,0,1,1,1,7,5,7,25,Right
843,36,False,True,False,False,125,0,1,1,1,6,5,8,25,Right
844,36,False,True,False,False,100,0,1,1,1,5,4,9,25,Right
845,36,False,True,False,False,75,0,1,1,1,4,4,10,25,Right
846,36,False,True,False,False,50,0,1,1,1,3,4,11,25,Right
847,36,False,True,False,False,25,0,1,1,1,2,4,12,5,Up
848,37,True,False,False,True,325.960120260132,0,0,1,1,1,3,13,5,Up
849,37,True,False,False,True,328.823660949148,1,0,1,0,12,4,3,5,Up
850,37,True,False,False,True,333.541601603158,1,0,1,0,11,4,3,5,Up
851,37,True,False,False,True,340.036762718386,1,0,1,0,10,3,3,5,Up
852,37,True,False,False,True,348.209706929603,1,0,1,0,9,3,4,5,Up
853,37,True,False,False,True,357.945526581909,1,0,1,0,8,3,5,5,Up
854,37,True,False,False,True,369.120576505835,1,0,1,0,7,3,6,5,Up
855,37,True,False,False,True,381.608438061844,1,0,1,0,6,3,7,5,Up
856,37,True,False,False,True,395.284707521047,1,0,1,0,5,3,8,5,Up
857,37,True,False,False,True,410.030486671418,1,0,1,0,4,3,9,5,Up
858,37,True,False,False,True,425.73465914816,1,0,1,0,3,3,10,5,Left
859,37,True,False,False,True,442.295150323853,1,0,1,0,2,2,11,18.0310816119248,Left
860,37,True,False,False,True,424.264068711929,1,0,1,1,12,3,1,17.2935538094359,Left
861,37,True,False,False,True,406.970514902493,1,0,1,1,12,3,2,16.4580311071599,Left
862,37,True,False,False,True,390.512483795333,1,0,1,1,11,3,3,15.5124837953327,Left
863,37,True,False,False,True,375,1,0,1,1,10,3,4,14.4448724536011,Left
864,37,True,False,False,True,360.555127546399,1,0,1,1,9,3,5,13.2440278101538,Left
865,37,True,False,False,True,347.311099736245,1,0,1,1,8,3,6,11.9009031112766,Left
866,37,True,False,False,True,335.410196624968,1,0,1,1,7,3,7,10.4101966249685,Left
867,37,True,False,False,True,325,1,0,1,1,6,3,8,8.77223398316204,Left
868,37,True,False,False,True,316.227766016838,1,0,1,1,5,3,9,6.99484409551343,Left
869,37,True,False,False,True,309.232921921325,1,0,1,1,4,3,10,5.09479540641354,Left
870,37,True,False,False,True,304.138126514911,1,0,1,1,3,3,11,5,Left
871,37,True,False,False,True,301.039864469807,1,0,1,1,2,2,12,5,Down
872,37,False,False,False,True,300,0,0,1,1,1,2,13,25,Down
873,37,False,False,False,True,275,0,1,0,1,12,3,1,25,Down
874,37,False,False,False,True,250,0,1,0,1,11,3,2,25,Down
875,37,False,False,False,True,225,0,1,0,1,10,3,3,25,Down
876,37,False,False,False,True,200,0,1,0,1,9,3,4,25,Down
877,37,False,False,False,True,175,0,1,0,1,8,3,5,25,Down
878,37,False,False,False,True,150,0,1,0,1,7,3,6,25,Down
879,37,False,False,False,True,125,0,1,0,1,6,3,7,25,Down
880,37,False,False,False,True,100,0,1,0,1,5,3,8,25,Down
881,37,False,False,False,True,75,0,1,0,1,4,3,9,25,Down
882,37,False,False,False,True,50,0,1,0,1,3,3,10,25,Down
883,37,False,False,False,True,25,0,1,0,1,2,3,11,5,Right
884,38,False,True,True,False,103.077640640442,0,1,0,0,1,2,12,24.020699136232,Right
885,38,False,True,True,False,79.0569415042095,0,1,1,0,13,3,1,23.1552420667147,Right
886,38,False,True,True,False,55.9016994374947,0,1,1,0,12,3,2,20.5463603781674,Right
887,38,False,True,True,False,35.3553390593274,0,1,1,0,11,3,3,10.3553390593274,Right
888,38,False,False,True,False,25,0,1,1,0,10,3,4,5,Right
889,38,True,False,True,False,35.3553390593274,0,1,1,0,9,3,5,5,Right
890,38,True,False,True,False,55.9016994374947,0,1,1,0,8,3,6,5,Right
891,38,True,False,True,False,79.0569415042095,0,1,1,0,7,3,7,5,Right
892,38,True,False,True,False,103.077640640442,0,1,1,0,6,3,8,5,Right
893,38,True,False,True,False,127.47548783982,0,1,1,0,5,3,9,5,Right
894,38,True,False,True,False,152.069063257456,0,1,1,0,4,3,10,5,Right
895,38,True,False,True,False,176.776695296637,0,1,1,0,3,3,11,5,Up
896,38,True,False,True,False,201.556443707464,0,1,1,0,2,2,12,5,Left
897,38,True,False,False,False,200,1,1,1,0,11,3,1,25,Left
898,38,True,False,False,False,175,1,0,1,0,11,4,12,25,Left
899,38,True,False,False,False,150,1,0,1,0,10,4,12,25,Left
900,38,True,False,False,False,125,1,0,1,0,9,4,12,25,Left
901,38,True,False,False,False,100,1,0,1,0,8,4,12,25,Left
902,38,True,False,False,False,75,1,0,1,0,7,4,12,25,Left
903,38,True,False,False,False,50,1,0,1,0,6,4,12,25,Left
904,38,True,False,False,False,25,1,0,1,0,5,4,12,5,Left
905,39,True,False,True,False,190.394327646598,1,0,1,0,4,4,13,8.39158041458475,Left
906,39,True,False,True,False,182.002747232013,1,0,1,0,3,4,13,5.22605193537606,Up
907,39,True,False,True,False,176.776695296637,1,0,1,0,2,4,13,24.7076320391814,Up
908,39,True,False,True,False,152.069063257456,1,1,1,0,10,5,2,24.5935754176359,Right
909,39,True,False,True,False,127.47548783982,1,1,1,0,11,5,3,5,Right
910,39,True,False,True,False,134.629120178363,0,1,1,1,11,5,13,5,Right
911,39,True,False,True,False,145.773797371133,0,1,1,1,10,5,14,5,Right
912,39,True,False,True,False,160.078105935821,0,1,1,1,9,5,15,5,Up
913,39,True,False,True,False,176.776695296637,0,1,1,1,8,5,16,16.6985893608157,Up
914,39,True,False,True,False,160.078105935821,1,1,1,0,10,6,4,14.3043085646887,Up
915,39,True,False,True,False,145.773797371133,1,1,1,0,9,6,5,11.1446771927699,Up
916,39,True,False,True,False,134.629120178363,1,1,1,0,8,6,6,7.15363233854298,Up
917,39,True,False,True,False,127.47548783982,1,1,1,0,7,6,7,5,Left
918,39,True,False,False,False,125,1,1,1,0,6,6,8,25,Left
919,39,True,False,False,False,100,1,0,1,1,6,7,11,25,Left
920,39,True,False,False,False,75,1,0,1,1,5,7,12,25,Left
921,39,True,False,False,False,50,1,0,1,1,4,7,13,25,Left
922,39,True,False,False,False,25,1,0,1,1,3,6,14,5,Up
923,40,False,True,False,True,213.600093632938,1,0,1,1,2,6,15,5,Up
924,40,False,True,False,True,237.170824512628,1,1,1,0,5,7,9,5,Up
925,40,False,True,False,True,261.007662722764,1,1,1,0,4,7,10,5,Up
926,40,False,True,False,True,285.043856274785,1,1,1,0,3,7,11,5,Up
927,40,False,True,False,True,309.232921921325,1,1,1,0,2,7,12,5,Right
928,40,False,True,False,True,333.541601603158,1,1,0,0,1,7,13,5,Right
929,40,False,True,False,True,328.823660949148,0,1,0,1,12,8,11,5,Right
930,40,False,True,False,True,325.960120260132,0,1,0,1,11,8,11,5,Right
931,40,False,False,False,True,325,0,1,0,1,10,8,11,5,Right
932,40,True,False,False,True,325.960120260132,0,1,0,1,9,8,11,5,Right
933,40,True,False,False,True,328.823660949148,0,1,0,1,8,8,11,5,Right
934,40,True,False,False,True,333.541601603158,0,1,0,1,7,8,11,5,Right
935,40,True,False,False,True,340.036762718386,0,1,0,1,6,7,11,5,Right
936,40,True,False,False,True,348.209706929603,0,1,0,1,5,6,12,5,Right
937,40,True,False,False,True,357.945526581909,0,1,0,1,4,6,13,5,Right
938,40,True,False,False,True,369.120576505835,0,1,0,1,3,6,14,5,Right
939,40,True,False,False,True,381.608438061844,0,1,0,1,2,6,15,5,Down
940,40,True,False,False,True,395.284707521047,0,0,0,1,1,6,16,20.2847075210474,Down
941,40,True,False,False,True,375,1,0,0,1,13,7,1,19.6832399112026,Down
942,40,True,False,False,True,355.316760088797,1,0,0,1,12,7,2,18.9761589119546,Down
943,40,True,False,False,True,336.340601176843,1,0,0,1,11,7,3,18.1425496428964,Down
944,40,True,False,False,True,318.198051533946,1,0,0,1,10,7,4,17.158187064139,Down
945,40,True,False,False,True,301.039864469807,1,0,0,1,9,7,5,15.9960081950229,Down
946,40,True,False,False,True,285.043856274785,1,0,0,1,8,6,6,14.6275106149853,Down
947,40,True,False,False,True,270.416345659799,1,0,0,1,7,6,7,13.0255921351242,Down
948,40,True,False,False,True,257.390753524675,1,0,0,1,6,5,8,11.1693084797724,Down
949,40,True,False,False,True,246.221445044903,1,0,0,1,5,5,9,9.05062053227417,Down
950,40,True,False,False,True,237.170824512628,1,0,0,1,4,5,10,6.68221308030627,Down
951,40,True,False,False,True,230.488611432322,1,0,0,1,3,5,11,5,Down
952,40,True,False,False,True,226.384628453435,1,0,0,1,2,4,12,5,Left
953,40,True,False,False,False,225,1,0,0,0,1,4,13,25,Left
954,40,True,False,False,False,200,1,0,1,0,13,5,6,25,Left
955,40,True,False,False,False,175,1,0,1,0,12,5,7,25,Left
956,40,True,False,False,False,150,1,0,1,0,11,5,8,25,Left
957,40,True,False,False,False,125,1,0,1,0,10,4,9,25,Left
958,40,True,False,False,False,100,1,0,1,0,9,4,9,25,Left
959,40,True,False,False,False,75,1,0,1,0,8,4,9,25,Left
960,40,True,False,False,False,50,1,0,1,0,7,4,9,25,Left
961,40,True,False,False,False,25,1,0,1,0,6,4,9,5,Left
962,41,False,True,True,False,141.42135623731,1,0,1,0,5,3,9,5,Left
963,41,False,True,True,False,160.078105935821,1,0,1,0,4,3,10,5,Up
964,41,False,True,True,False,180.277563773199,1,0,1,0,3,3,11,12.5724654607152,Up
965,41,False,True,True,False,167.705098312484,1,1,1,0,12,4,4,9.59121530406526,Up
966,41,False,True,True,False,158.113883008419,1,1,1,0,11,4,4,6.04481975096348,Up
967,41,False,True,True,False,152.069063257456,1,1,1,0,10,4,4,5,Right
968,41,False,True,False,False,150,1,1,1,0,9,3,4,25,Right
969,41,False,True,False,False,125,0,1,1,1,10,4,12,25,Right
970,41,False,True,False,False,100,0,1,1,1,9,4,12,25,Right
971,41,False,True,False,False,75,0,1,1,1,8,4,12,25,Right
972,41,False,True,False,False,50,0,1,1,1,7,4,12,25,Right
973,41,False,True,False,False,25,0,1,1,1,6,4,12,5,Right
974,42,True,False,False,True,167.705098312484,0,1,1,1,5,4,13,5,Up
975,42,True,False,False,True,190.394327646598,0,1,1,1,4,4,13,5,Up
976,42,True,False,False,True,201.556443707464,1,1,1,0,8,5,5,5,Left
977,42,True,False,False,True,215.058131676066,1,1,1,0,7,5,6,19.8018897783993,Left
978,42,True,False,False,True,195.256241897666,1,0,1,1,9,6,12,18.4795466010295,Left
979,42,True,False,False,True,176.776695296637,1,0,1,1,8,6,13,16.6985893608157,Left
980,42,True,False,False,True,160.078105935821,1,0,1,1,7,6,14,14.3043085646887,Left
981,42,True,False,False,True,145.773797371133,1,0,1,1,6,5,15,11.1446771927699,Left
982,42,True,False,False,True,134.629120178363,1,0,1,1,5,5,16,7.15363233854298,Left
983,42,True,False,False,True,127.47548783982,1,0,1,1,4,5,17,5,Left
984,42,False,False,False,True,125,1,0,1,1,3,5,18,5,Up
985,42,False,True,False,True,127.47548783982,1,0,1,1,2,5,19,5,Up
986,42,False,True,False,True,152.069063257456,1,1,1,0,7,6,7,5,Up
987,42,False,True,False,True,176.776695296637,1,1,1,0,6,6,8,5,Up
988,42,False,True,False,True,201.556443707464,1,1,1,0,5,6,9,5,Up
989,42,False,True,False,True,226.384628453435,1,1,1,0,4,6,10,5,Up
990,42,False,True,False,True,251.246890528022,1,1,1,0,3,6,11,5,Right
991,42,False,True,False,True,276.134025429682,1,1,1,0,2,6,12,5,Right
992,42,False,False,False,True,275,0,1,1,1,12,7,8,5,Right
993,42,True,False,False,True,276.134025429682,0,1,1,1,11,7,9,5,Right
994,42,True,False,False,True,279.508497187474,0,1,1,1,10,6,10,5,Right
995,42,True,False,False,True,285.043856274785,0,1,1,1,9,6,11,5,Right
996,42,True,False,False,True,292.617497767991,0,1,1,1,8,6,12,5,Right
997,42,True,False,False,True,302.076149339864,0,1,1,1,7,6,13,5,Right
998,42,True,False,False,True,313.249102153542,0,1,1,1,6,6,14,5,Right
999,42,True,False,False,True,325.960120260132,0,1,1,1,5,6,15,5,Right
1000,42,True,False,False,True,340.036762718386,0,1,1,1,4,6,16,5,Right
1001,42,True,False,False,True,355.316760088797,0,1,1,1,3,6,17,5,Down
1002,42,True,False,False,True,371.651718682963,0,1,1,1,2,6,18,18.0983280896888,Down
1003,42,True,False,False,True,353.553390593274,1,1,0,1,12,7,1,17.212789416431,Down
1004,42,True,False,False,True,336.340601176843,1,1,0,1,11,7,2,16.1843893052003,Down
1005,42,True,False,False,True,320.156211871642,1,1,0,1,10,6,3,14.9923214782999,Down
1006,42,True,False,False,True,305.163890393343,1,1,0,1,9,6,4,13.6162956510776,Down
1007,42,True,False,False,True,291.547594742265,1,1,0,1,8,6,5,12.0390975547913,Down
1008,42,True,False,False,True,279.508497187474,1,1,0,1,7,6,6,10.2502568307485,Down
1009,42,True,False,False,True,269.258240356725,1,1,0,1,6,5,7,8.25057763396143,Down
1010,42,True,False,False,True,261.007662722764,1,1,0,1,5,5,8,6.05668704312453,Down
1011,42,True,False,False,True,254.950975679639,1,1,0,1,4,5,9,5,Down
1012,42,True,False,False,True,251.246890528022,1,1,0,1,3,5,10,5,Left
1013,42,True,False,False,False,250,1,1,0,1,2,5,11,25,Left
1014,42,True,False,False,False,225,1,0,1,1,12,6,9,25,Left
1015,42,True,False,False,False,200,1,0,1,1,11,6,10,25,Left
1016,42,True,False,False,False,175,1,0,1,1,10,5,11,25,Left
1017,42,True,False,False,False,150,1,0,1,1,9,5,12,25,Left
1018,42,True,False,False,False,125,1,0,1,1,8,4,13,25,Left
1019,42,True,False,False,False,100,1,0,1,1,7,4,13,25,Left
1020,42,True,False,False,False,75,1,0,1,1,6,4,13,25,Left
1021,42,True,False,False,False,50,1,0,1,1,5,4,13,25,Left
1022,42,True,False,False,False,25,1,0,1,1,4,4,13,5,Left
1023,43,False,True,True,False,305.163890393343,1,0,1,1,3,4,14,5,Up
1024,43,False,True,True,False,325.960120260132,1,0,1,1,2,4,14,12.7110181065908,Up
1025,43,False,True,True,False,313.249102153542,1,1,1,0,4,5,7,11.1729528136774,Up
1026,43,False,True,True,False,302.076149339864,1,1,1,0,3,5,8,9.45865157187365,Right
1027,43,False,True,True,False,292.617497767991,1,1,1,0,2,4,9,23.3592574112654,Right
1028,43,False,True,True,False,269.258240356725,0,1,1,1,10,5,12,23.0367953118226,Right
1029,43,False,True,True,False,246.221445044903,0,1,1,1,9,5,13,22.6146472949237,Right
1030,43,False,True,True,False,223.606797749979,0,1,1,1,8,5,14,22.0503540425152,Up
1031,43,False,True,True,False,201.556443707464,0,1,1,1,7,5,15,11.162116060866,Up
1032,43,False,True,True,False,190.394327646598,1,1,1,0,7,6,5,8.39158041458475,Up
1033,43,False,True,True,False,182.002747232013,1,1,1,0,6,5,5,5.22605193537606,Left
1034,43,False,True,True,False,176.776695296637,1,1,1,0,5,5,6,5,Left
1035,43,False,True,True,False,201.556443707464,1,0,1,1,5,6,12,5,Left
1036,43,False,True,True,False,226.384628453435,1,0,1,1,4,6,13,5,Left
1037,43,False,True,True,False,251.246890528022,1,0,1,1,3,6,14,5,Up
1038,43,False,True,True,False,276.134025429682,1,0,1,1,2,6,15,5,Up
1039,43,False,True,False,False,275,1,1,1,0,6,7,7,5,Up
1040,43,False,True,False,True,276.134025429682,1,1,1,0,5,7,8,5,Up
1041,43,False,True,False,True,279.508497187474,1,1,1,0,4,7,9,5,Up
1042,43,False,True,False,True,285.043856274785,1,1,1,0,3,7,10,5,Right
